trial_id,subject,valence_raw,label_3class
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
0,s01,1.29,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
1,s01,0.9000000000000004,0
